ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Taiwan)	Indonesian	Persian	Hebrew
MMI-0345	증강현실 매칭 조정	AR Matching Adjustment	Ajuste de compatibilidad AR	Ajustement de correspondance de réalité augmentée	Ajuste de correspondência AR	AR 匹配调整	拡張現実(AR)マッチング調整	AR matching adjustment	AR matching adjustment	AR-Anpassung	Réglage de correspondance AR	Regolazione corrispondenza AR	Ajuste de compatibilidad de realidad aumentada	Ajuste de correspondência de realidade aumentada	Ajustare conform RA	Aanpassing AR-matching	Justering af AR-matchning	Justering av AR-matchning	Justering av AR-samsvar	Regulacja dopasowania AR	Nastavení odpovídající rozšířené realitě	Úprava zhody AR	Регулировка соответствия AR	Регулювання узгодженості доповненої реальності	Prilagoditev ujemanja AR	Podešavanje prema AR-u	Калибриране на добавената реалност (AR)	Ρύθμιση αντιστοίχισης AR	Lisätyn todellisuuden vastaavuuden säätö	AR-illeszkedés beállítása	AR eşleştirme ayarlaması	ضبط مطابقة AR	AR मिलान एडजस्टमेंट	AR ম্যাচিং নিয়ন্ত্রণ	AR जुळणारे समायोजन	AR మ్యాచింగ్ ఎడ్జెస్ట్‌మెంట్	AR பொருத்தச் சீரமைப்பு	AR મેચિંગ અનુકૂલન	AR ಹೋಲಿಕೆ ಹೊಂದಾಣಿಕೆ	AR ମେଳକ ଆଡଜଷ୍ଟମେଣ୍ଟ୍	AR മാച്ചിംഗ് അഡ്ജസ്റ്റ്മെന്‍റ്	AR ਮੇਲ ਅਨੁਕੂਲਤਾ		Penyesuaian AR yang Sama	تنظیم تطبیق AR	כוונון התאמת AR
MMI-0346	SPORT 모드 디스플레이	SPORT Mode Display	Pantalla de modo SPORT	Affichage du mode SPORT	Tela do modo SPORT	SPORT模式显示	SPORTモードディスプレイ	SPORT mode display	SPORT mode display	SPORT-Modus Anzeige	Mode d'affichage SPORT	Visualizz. modalità SPORT	Vista del modo DEPORTIVO	Ecrã do modo SPORT	Afișaj mod SPORT	SPORT-modus weergave	Visning SPORT-modus	Visning SPORT-läge	Visning av SPORT-modus	Wyświetlanie trybu SPORT	Indikace v režimu SPORT	Zobrazenie režimu SPORT	Показ режима СПОРТ	Відображення режиму СПОРТ	Prikaz načina SPORT	Prikaz režima SPORT	Дисплей в режим СПОРТ	Εμφάνιση λειτουργίας SPORT	SPORT-tilan näyttö	SPORT üzemmód kijelzése	SPOR modu ekranı	عرض الوضع الرياضي	SPORT मोड डिस्प्ले	স্পোর্ট মোড ডিসপ্লে	SPORT मोड डिस्प्ले	SPORT మోడ్ డిస్‌ప్లే	SPORT மோட் டிஸ்பிளே	SPORT મોડ ડિસપ્લે	SPORT ಮೋಡ್ ಡಿಸ್‌ಪ್ಲೇ	SPORT ମୋଡ୍ ଡିସପ୍ଲେ	SPORT മോഡ് ഡിസ്പ്ലേ	SPORT ਮੋਡ ਡਿਸਪਲੇ		Tampilan SPORT	نمایشگر حالت SPORT	תצוגת מצב SPORT (ספורטיבי)
MMI-0347	입체 클러스터	3D Cluster	Tablero en 3D	Groupe d’instruments 3D	Cluster 3D	3D仪表盘	3D表示メーター	3D cluster	3D cluster	3D-Anzeige	Cluster 3D	Cluster 3D	3D en el salpicadero	3D do painel de instrumentos	Panou de bord 3D	3D-cluster	3D cluster	3D-kluster	3D-instrumentgruppe	Klaster 3D	3D efekty na palubní desce	3D prístrojový blok	3D-эффект на приборной панели	3D-панель приладів	3D-armaturna plošča	3D-instrument ploča	3D арматурно табло	Ταμπλό οργάνων 3D	3D-mittaristo	3D műszeregység	3D gösterge grubu	لوحة العدادات ثلاثية الأبعاد	3D क्लस्टर	3D ক্লাস্টার	3D क्लस्टर	3D క్లస్టర్	3D கிளஸ்டர்	3D ક્લસ્ટર	3D ಕ್ಲಸ್ಟರ್	3D କ୍ଲଷ୍ଟର୍	3D ക്ലസ്റ്റർ	3D ਕਲਸਟਰ		Cluster 3D	صفحه نشانگرهای 3D	לוח מחוונים תלת-מימד
MMI-0348	평균연비 표시	Reset Fuel Economy	Reiniciar economía combustible	Réinitialiser l`économie de carburant	Reiniciar economia de combustível	显示平均油耗	平均電費表示	Reset fuel economy	Reset fuel economy	Ø-Verbrauch zurücksetzen	Réinitialiser consommation moyenne	Ripristina efficienza carburante	Restablecer consumo de combustible	Redefinir o consumo médio	Resetare economie combustibil	Ø-verbruik resetten	Brændstofforbrug nulstilles	Återställ genomsnittsförbrukning	Tilbakestill forbruk	Zerowanie średniego zużycia paliwa	Reset Ø spotřeby	Resetovať spotrebu paliva	Сброс расхода топлива	Скинути середню витрату	Ponastavitev povprečne porabe	Reset prosječne potrošnje	Нулиране средния разход на гориво	Μηδενισμός της μέσης κατανάλωσης καυσίμου	Nollaa polttoaineenkulutus	Üzemanyag-fogyasztás visszaállítása	Ø-Yakıt tüketimini sıfırla	إعادة ضبط معدل الاستهلاك على صفر	ईंधन बचत रीसेट करें	জ্বালানির সাশ্রয় আবার সেট করুন	इंधनाचा किफायतशीरपणा अर्थव्यवस्था रीसेट करा	ఇంధన సామర్ధ్యాన్ని రీసెట్ చేయండి	எரிபொருள் சிக்கனத்தை மீட்டமைக்கவும்	બળતણ અર્થવ્યવસ્થા ફરીથી સેટ કરો	ಇಂಧನ ಉಳಿತಾಯವನ್ನು ರಿಸೆಟ್ ಮಾಡಿ	ଇନ୍ଧନ ଅର୍ଥନୀତି ପୁନଃସେଟ୍ କରନ୍ତୁ	ഇന്ധനക്ഷമത പുനഃക്രമീകരിക്കുക	ਬਾਲਣ ਬਚਤ ਰੀਸੈੱਟ ਕਰੋ		Reset efisiensi BBM	N/A	איפוס תצרוכת הדלק
MMI-0349	클러스터 음성 안내 음량	Cluster Voice Guidance Volume	Volumen guía de voz del tablero	Volume guidance vocale du tableau de bord	Volume da orientação de voz	仪表盘语音提示音量	メーター音声案内音量	Cluster voice guidance volume	Cluster voice guidance volume	Sprachsteuerung Lautstärke	Volume guidage vocal	Volume guida vocale	Volumen guía de voz	Volume de guia de voz	Volum ghid vocal panou de bord	Volume hulpstem	Volume stemmegenkeldelse	Volym för röstvägledningen	Volum veiledning	Głośność komunikatów głosowych	Hlasitost pokynů	Hlasitosť hlasového navádzania	Громкость голосовых подсказок	Гучність голосових підказок	Glasnost glasovnega upravljanja	Glasnoća upravljanja govorom	Сила на звука на гласовите указания	Ένταση φωνητικής καθοδήγησης	Puheohjauksen äänenvoimakkuus	Hangvezérlés hangereje	Sesli kontrol ses seviyesi	مستوى صوت الإرشاد الصوتي	क्लस्टर आवाज़ मार्गदर्शन वॉल्यूम	ক্লাস্টার ভয়েস নির্দেশিকার ভলিউম	क्लस्टर आवाज मार्गदर्शन व्हॉल्यूम	క్లస్టర్ వాయిస్ గైడెన్స్ వాల్యూం వాల్యూమ్	கிளஸ்சர் குரல் வழிகாட்டியின் ஒலியளவு	ક્લસ્ટર વોઈસ માર્ગદર્શન વોલ્યુમ	ಕ್ಲಸ್ಟರ್ ವಾಯ್ಸ್ ಮಾರ್ಗದರ್ಶಿ ವಾಲ್ಯೂಮ್	କ୍ଲଷ୍ଟର ଭଏସ୍ ଗାଇଡ୍ ଭଲ୍ୟୁମ୍	ക്ലസ്റ്റർ ശബ്ദ മാർഗ്ഗനിർദ്ദേശ വോളിയം	ਕਲੱਸਟਰ ਅਵਾਜ਼ ਨਿਰਦੇਸ਼ਨ ਵੌਲਿਉਮ		Volume Panduan Suara Cluster	میزان صدای راهنمای صوتی صفحه نشانگرها	עוצמת ההכוונה הקולית בלוח המחוונים
MMI-0350	지능형 자동 환기	Smart Ventilation	Ventilación inteligente	Ventilation intelligente	Ventilação inteligente	智能通风	インテリジェント自動換気	Smart ventilation	Smart ventilation	Intelligente Lüftung	Ventilation intelligente	Ventilazione intelligente	Ventilación inteligente	Ventilação inteligente	Ventilație inteligentă	Intelligente ventilatie	Intelligent ventilation	Smart ventilation	Smart ventilasjon	Inteligentna wentylacja	Inteligentní větrání	Inteligentná ventilácia	Интеллектуальная вентиляция	Розумне вентилювання	Pametno zračenje	Inteligentna ventilacija	Интелигентна вентилация	Έξυπνος αερισμός	Älykäs ilmanvaihto	Intelligens szellőztetés	Akıllı havalandırma	التهوية الذكية	स्मार्ट वेंटिलेशन	স্মার্ট ভেন্টিলেশন	स्मार्ट व्हेंटिलेशन	స్మార్ట్ వెంటిలేషన్	ஸ்மார்ட் காற்றோட்டம்	સ્માર્ટ વેન્ટિલેશન	ಸ್ಮಾರ್ಟ್‌ ವೆಂಟಿಲೇಶನ್‌	ସ୍ମାର୍ଟ୍ ଭେଣ୍ଟିଲେସନ୍	സ്മാർട്ട് വെന്‍റിലേഷൻ	ਸਮਾਰਟ ਹਵਾਦਾਰੀ		Ventilasi Cerdas	تهویه هوشمند	אוורור חכם
MMI-0351	CO₂ 자동 환기	Carbon Dioxide Auto Vent	Ventilación aut. de dióxido de carbono	Ventilation auto. du dioxyde de carbone	Ventilação automática do dióxido de carbono	CO₂自动换气	CO2自動換気	Carbon dioxide reduction	Carbon dioxide reduction	Kohlendioxid-Reduzierung	Réduction du dioxyde de carboner	Riduzione di anidride carbonica	Reducción del dióxido de carbono	Redução do dióxido de carbono	Reducere CO2	CO2-reductie in voertuig	Reduktion CO2	Automatisk koldioxidreduktion	Redusering av karbondioksid	Redukcja dwutlenku węgla	Snížení emisí oxidu uhličitého	Zníženie emisií oxidu uhličitého	Снижение углекислого газа	Зменшення викидів вуглекислого газу	Zmanjšanje ogljikovega dioksida	Redukcija ugljičnog dioksida	Намал. на въглер. диоксид	Μείωση διοξειδίου του άνθρακα	Hiilidioksidin vähentäminen	Szén-dioxid csökkentése	Karbondioksit azaltımı	التهوية التلقائية لثاني أكسيد الكربون	कार्बन डाई ऑक्साइड में कमी	কার্বন ডাইঅক্সাইড হ্রাস	कार्बन डायऑक्साईडमध्ये घट	కార్బన్ డై ఆక్సైడ్ వెంట్	கார்பன் டை ஆக்ஸைட் குறைவு	કાર્બન ડાયોક્સાઇડમાં ઘટાડો	ಕಾರ್ಬನ್ ಡೈಆಕ್ಸೈಡ್ ಇಳಿಕೆ	କାର୍ବନ ଡାଇଅକ୍ସାଇଡ୍ ହ୍ରାସ	കാർബൺ ഡയോക്സൈഡ് കുറയ്ക്കൽ	ਕਾਰਬਨ ਡਾਇਓਕਸਾਈਡ ਕਮੀ		Ventilasi Otomatis Karbon Dioksida	تهویه خودکار دی‌اکسید کربن	אוורור אוטומטי של פחמן דו-חמצני
MMI-0352	예약 환기	Scheduled Ventilation	Ventilación programada	Ventilation programmée	Ventilação Programada	预约通风	換気予約	Scheduled ventilation	Scheduled ventilation	Geplante Belüftung	Ventilation programmée	Ventil. programmata	Ventilación programada	Ventilação agendada	Ventilație programată	Geplande ventilatie	Planlagt ventilation	Schemalagd ventilation	Planlagt ventilasjon	Planowana wentylacja	Plánované větrání	Plánované vetranie	Запланир. вентиляция	Заплановане вентилювання	Načrtovano prezračevanje	Planirana ventilacija	Планирана вентилация	Προγραμματισμένος αερισμός	Ajastettu tuuletus	Ütemezett szellőztetés	Planlı havalandırma	التهوية المُجَدوَلة	शेड्यूल किया हुआ वेंटीलेशन	নির্ধারিত বায়ু চলাচল	नियोजित व्हेंटिलेशन	షెడ్యూల్ చేయబడ్డ వెంటిలేషన్	திட்டமிடப்பட்ட காற்றோட்டம்	નિર્ધારિત વેન્ટિલેશન	ಶೆಡ್ಯೂಲ್ ಮಾಡಿದ ವೆಂಟಿಲೇಶನ್‌	ନିର୍ଦ୍ଧାରିତ ଭେଣ୍ଟିଲେସନ୍	ഷെഡ്യൂൾ ചെയ്ത വെന്‍റിലേഷൻ	ਨਿਰਧਾਰਤ ਕੀਤੀ ਹਵਾਦਾਰੀ		Pengatur Waktu Kontrol Ventilasi	 تهویه زمان‌بندی شده	בקרת אוורור מתוזמנת
MMI-0353	창문 습기 방지	Defog/Defrost Options	Opciones de desempañado/descongelado	Options de désembuage/dégivrage	Opções de desembaçamento/ descongelamento	除雾/除霜选项	窓の結露防止	Defog/Defrost options	Defog/Defrost options	Entfeuchtungs-/Enteisungsoptionen	Options de désembuage/dégivrage	Opzioni di antiappannamento/sbrinamento	Opciones de desempañado/descongelado	Opções de desembaciamento/descongelamento	Opțiuni îndep. ceață/dezgheț.	Opties ontwasemen/ontdooien	Afdugnings/afrimningsfunktioner	Alternativ för avimning/avfrostning	Alternativer for avdugging/avriming	Odparowywanie/odszranianie	Možnosti odmlžení/odmražení	Možnosti odhmlievania/odmrazovania	Опции обдува/оттаивания	Опції автообдування/відтавання	Možnosti razvlaževanja/odtajevanja	Opcije za odvlaživ./odleđivanje	Настр. прем. запот./размраз.	Επιλογές αφύγρανσης /αποπάγωσης	Huurun-/huurteenpoistoasetukset	Páramentesítési/jégmentesítési opciók	Buğu giderme/Buz çözme seçenekleri	خيارات إزالة الضباب/الجليد	डीफ़ॉग/डीफ्रॉस्ट विकल्प	ডিফগ/ডিফ্রস্ট বিকল্পসমূহ	डीफॉग/डीफ्रॉस्ट पर्याय	డీఫాగ్/డీఫ్రాస్ట్ ఆప్షన్‌లు	மூடுபனி நீக்கம்/ உறைதல் நீக்க விருப்பங்கள்	ડીફોગ / ડિફ્રોસ્ટ વિકલ્પો	ಡಿಫಾಗ್‌/ಡಿಫ್ರಾಸ್ಟ್ ಆಯ್ಕೆಗಳು	ଡିଫୋଗ୍/ଡିଫ୍ରୋଷ୍ଟ ବିକଳ୍ପଗୁଡିକ	ഡീഫോഗ്/ഡീഫ്രോസ്റ്റ് ഐച്ഛികങ്ങൾ	ਡੀਫ਼ੋਗ/ਡੀਫ਼ਰੋਸਟ ਵਿਕਲਪ		Opsi Defog/Defrost	گزینه‌های مه‌زدایی/یخ‌زدایی	אפשרויות הסרת אדים / הפשרה
MMI-0354	앞 유리 습기 제거 연동	Defog/Defrost	Desempañar/descongelar	Désembuer/dégivrer	Desembaçar/descongelar	除雾/除霜	フロントガラスのデフォッガーと連動	Defog/Defrost	Defog/Defrost	Entfeuchten/Entfrosten	Désembuer/dégivrer	Antiappannamento/sbrinamento	Desempañamiento/descongelación	Desembaciamento/descongelamento	Îndepărtare ceață/dezghețare	Ontwasemen/ontdooien	Afdugning/afrimning	Avimning/avfrostning	Duggfjerning/avriming	Odmgławianie/odszranianie	Odmlžit/Odmrazit	Odstrániť zahmlenie/námrazu	Обдув/оттаивание	Захист від запотівання/обмерзання	Odrositev/odmrzn.	Odvlaživanje/odleđivanje	Премах. запотяв./Размразяв.	Αποθάμπωση/Αποπάγωση	Huurun-/huurteenpoisto	Párátlanítás/jégmentesítés	Buğu Giderme/Buz Çözme	إزالة الضباب/الجليد	डीफ़ॉगिंग/डीफ्रॉस्ट	ডিফগ/ডিফ্রস্ট	डीफॉग/डीफ्रॉस्ट	డీఫాగ్/డీఫ్రాస్ట్	மூடுபனி அகற்றம்/ உறைதலை நீக்குதல்	ડીફોગ / ડિફ્રોસ્ટ	ಡಿಫಾಗ್‌/ಡಿಫ್ರಾಸ್ಟ್	ଡିଫୋଗ୍/ଡିଫ୍ରୋଷ୍ଟ	ഡീഫോഗ്/ഡീഫ്രോസ്റ്റ്	ਡੀਫ਼ੋਗ/ਡੀਫ਼ਰੋਸਟ		Defog/Defrost	مه‌زدایی/یخ‌زدایی	הסרת אדים / הפשרה
MMI-0355	오토 디포그	Auto Defog	Desempañado automático	Désembuage automatique	Desembaçamento automático	自动除雾	オートデフォッガー	Auto defog	Auto defog	Autom. Entnebeln	Désembuage auto.	Antiappannamento aut.	Desempañado automático	Desembaciamento automático	Îndepărtare automată a ceții	Autom. ontwasemen	Automatisk afdugning	Automatisk avimning	Auto avdugging	Automatyczne odmgławianie	Automatické odmlžení	Automatické odhmlievanie	Автообдув	Автоматичне усунення запотівання	Samodejno odroševanje	Automatsko odmagljivanje	Автоматично изсушаване на предното стъкло	Αυτόματη αποθάμπωση	Automaattinen huurunpoisto	Autom. ködmentesítés	Otomatik buğu giderimi	الإزالة التلقائية للضباب	ऑटो डीफ़ॉग	অটো ডিফগ	ऑटो डीफॉग	ఆటో డీఫాగ్	ஆட்டோ டிஃபாக்	ઓટો ડિફોગ	ಅಟೋ ಡಿಫಾಗ್	ଅଟୋ ଡିଫଗ୍	ഓട്ടോ ഡീഫോഗ്	ਸਵੈਚਲਿਤ ਡੀਫ਼ੋਗ		Defog Otomatis	مه‌زدایی خودکار	מפשיר אדים אוטומטית
MMI-0356	공조 편의	Climate Features	Funciones de climatización	Fonctions de climatisation	Recursos de climatização	空调便利功能	便利な空調機能	Climate features	Climate features	Klimafunktionen	Fonctions de climatisation	Funzioni climatizzatore	Funciones de climatización	Funções de climatização	Funcții climatizare	Aircofuncties	Klimafunktioner	Klimatfunktioner	Klimafunksjoner	Funkcje klimatyzacji	Funkce klimatizace	Funkcie klimatizácie	Функции климат-контроля	Функції клімат-контролю	Funkcije klimatske naprave	Funkcije klime	Функции за климатика	Λειτουργίες κλιματισμού	Ilmastointitoiminnot	Klímafunkciók	Klima özellikleri	ميزات التكييف	जलवायु वाले फ़ीचर	জলবায়ুর বৈশিষ্ট্যসমূহ	हवामान वैशिष्ट्ये	వాతావరణ ఫీచర్‌లు	பருவநிலை அம்சங்கள்	હવામાન સુવિધાઓ	ಹವಾಮಾನ ಫೀಚರ್‌ಗಳು	ଜଳବାୟୁ ବୈଶିଷ୍ଟ୍ୟଗୁଡିକ	ക്ലൈമറ്റ് സവിശേഷതകൾ	ਵਾਤਾਵਰਨ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ		Fitur Suhu	ویژگی‌های آب و هوا	תכונות בקרת אקלים
MMI-0357	에어컨 자동 건조	A/C Automatic Drying	Secado aut. del A/C	Séchage auto du A/C	Secagem autom. do A/C	 空调自动干燥	エアコン自動乾燥	AC auto-drying	AC auto-drying	Klimaanl.-Trocknung	Séchage auto. clim.	Antiappann. autom. A/C	Secado automático A/C	Desembac. auto. A/C	Uscare automată aer condiționat	Airco autom. drogen	Klimaanl. auto-tørring	Aut.avimn. m luftkond.	Aut. tørking av klimaanl.	Usuw. wilgoci z klimat.	Automatické vysoušení	Auto-suš. klimatizácie	Автосушка кондицион.	Автосушка кондиціонера	Klim. napr. – avto sušenje	Sušenje klima uređajem	Автомат. изсушаване – климатик	Κλιματισμός - Αυτ. ξήρανση	Ilmast. autom. huurunp.	Klímaber. kiszárítása	Klima otom. kurutma	إزالة الضباب التلقائي لمكيّف الهواء	एयर कंडीशनर की ऑटोमेटिक सुखाने की सुविधा	AC অটো-ড্রায়িং	AC ऑटो-ड्राईंग	AC ఆటో-డ్రైయింగ్	AC தானாக-உலர்தல்	AC સ્વસંચાલિત શુષ્કતા	ಎಸಿ ಅಟೋ ಡ್ರೈ ಆಗುತ್ತಿದೆ	AC ଅଟୋ-ଡ୍ରାଇଙ୍ଗ	AC ഓട്ടോ-ഡ്രൈയിംഗ്	AC ਸਵੈ-ਸੋਖਕ		Pengeringan AC Otomatis	خشک کردن خودکار تهویه هوا	ייבוש אוטומטי של מזגן האוויר
MMI-0358	후석 공조 잠금	Lock Rear Climate Controls	Bloqueo controles de climatización posteriores	Verrouillage contrôles arrière de la climatisation	Bloqueio dos controles de climatização traseiros	锁定后座空调控制	後部座席空調操作制限	Lock rear climate controls	Lock rear climate controls	Fond-Klimaanlage sperren	Bloquer commandes clim. sièges arr.	Blocco posteriore climatizzazione	Bloquear controles de climatización traseros	Bloquear climatização atrás	Comenzi de blocare a climatizării în spate	Airco achter vergrendelen	Lås klimaanlæg bagsæde	Lås bakre klimatkontroll	Steng bakre klimaanlegg	Blokada klimatyzacji z tyłu	Blokace ovládání klimatizace vzadu	Zablokovať klimatizáciu vzadu	Заблокировать управление климат-контролем сзади	Блокування задніх елементів керування клімат-контролем	Zakleni gumbe za klimatsko napravo zadaj	Blokada klima uređaja otraga	Блокиране на задно климатично управление	Κλείδωμα πίσω χειριστηρίων κλιματισμού	Lukitse takaosan ilmastointi	Klímaber. vez. zárolása hátsó ülésről	Arka klimayı kilitle	قفل التحكم بالتكييف في الجزء الخلفي	पिछले भाग की जलवायु को लॉक करना	পিছনের দিকের জলবায়ু নিয়ন্ত্রণ লক করুন	रीयर हवामान नियंत्रणे लॉक करा	రియర్ క్లైమేట్ కంట్రోల్స్‌ని లాక్ చేయండి	பின்புற பருவநிலை கட்டுப்பாடுகளைப் பூட்டவும்	પાછળનું હવામાન નિયંત્રણ લૉક કરો	ಹಿಂಬದಿ ಹವಾಮಾನ ನಿಯಂತ್ರಣಗಳನ್ನು ಲಾಕ್‌ ಮಾಡಿ	ପଛ ଜଳବାୟୁ ନିୟନ୍ତ୍ରଣକୁ ଲକ୍ କରନ୍ତୁ	പിൻവശ ക്ലൈറ്റ് കൺട്രോളുകൾ ലോക്ക് ചെയ്യുക	ਪਿਛਲੇ ਵਾਤਾਵਰਨ ਨਿਯੰਤ੍ਰਣ ਲਾਕ ਕਰੋ		Kunci Kontrol Suhu Belakang	قفل کردن هوای عقب	נעילת בקרות מיזוג אוויר אחוריות
MMI-0359	후석 공조 조작	Rear Climate Controls	Controles posteriores de climatización	Contrôles arrière de la climatisation	Controles de climatização traseira	后座空调控制	後部座席空調操作	Rear climate control	Rear climate control	Fond-Klimaanlage	Commandes clim. sièges arrière	Regolazione climatizzazione posteriore	Control de climatización trasera	Climatização atrás	Control climatizare spate	Airco achter	Klimaanlæg bagsæde	Bakre klimatkontroll	Klima bak	Klimatyzacja tył	Ovládání klimatizace vzadu	Klimatizácia vzadu	Климат-контроль сзади	Клімат-контроль ззаду	Upravljanje klimatske naprave zadaj	Kontrola stražnje klime	Климатично управление отзад	Σύστημα ελέγχου κλιματισμού, πίσω	Takaosan ilmastointi	Klímaberend. vezérlése hátsó ülésről	Arka klima	التحكم بالتكييف في الخلف	पिछले भाग का जलवायु कंट्रोल	পিছনের জলবায়ু নিয়ন্ত্রণ	रीयर हवामान नियंत्रण	రియర్ క్లైమేట్ కంట్రోల్	பின்புற பருவநிலை கட்டுப்பாடு	પાછળ આબોહવા નિયંત્રણ	ಹಿಂಬದಿ ಹವಾಮಾನ ನಿಯಂತ್ರಣ	ପଛ ଭାଗର ଜଳବାୟୁରେ ନିୟନ୍ତ୍ରଣ	പിൻവശ ക്ലൈമറ്റ് കൺട്രോൾ	ਪਿਛਲੇ ਵਾਤਾਵਰਨ ਦਾ ਨਿਯੰਤ੍ਰਣ		Kontrol Suhu Belakang	کنترل‌های هوای عقب	בקרת אקלים אחורית
MMI-0360	시트	Seat	Asientos	Siège	Assentos	座椅	シート	Seat	Seat	Sitz	Siège	Sedile	Asiento	Banco	Scaun	Stoel	Sæde	Säte	Sete	Fotel	Sedadlo	Sedadlo	Сиденье	Сидіння	Sedež	Sjedalo	Седалка	Κάθισμα	Istuin	Ülés	Koltuk	المقعد	सीट	সিট্	सीट	సీటు	இருக்கை	સીટ	ಸೀಟ್	ସିଟ୍	സീറ്റ്	ਸੀਟ		Kursi	صندلی	מושב
MMI-0361	시트 위치 변경 알림	Seat Position Change Alert	Alerta de cambio de la posición del asiento	Alerte de changement de position du siège	Alerta de mudança de posição do assento	座椅位置变更提示	シート位置の変更通知	Seat position change alert	Seat position change alert	Sitzpositionsverstellungs-Meldung	Alerte de modification de la position du siège	Avviso modifica posizione sedile	Alerta de cambio de posición de asiento	Alerta de alteração da posição do banco	Alertă de modificare a poziției scaunului	Waarschuwing verandering van zithouding	Advarsel om ændring af sædeposition	Meddelande om ändring av sätesläge	Varsel om endring av seteposisjon	Ostrzeżenie o zmianie pozycji siedzenia	Upozornění na změnu polohy sedadla	Upozornenie na zmenu polohy sedadla	Оповещение о смене положения сиденья	Сповіщення про зміну положення сидіння	Opozorilo ob spremembi položaja sedeža	Poruka o pomaku sjedala	Сигнализиране при промяна положението на седалката	Ειδοποίηση αλλαγής θέσης καθίσματος	Viesti istuimen säätämisen yhteydessä	Figyelmeztetés az üléshelyzet változására	Koltuk konumu değişimi uyarısı	تنبيه بتغيّر وضع المقعد	सीट स्थिति परिवर्तन अलर्ट	সিটের অবস্থান পরিবর্তনের সতর্কতা	आसन स्थिती बदलाचा इशारा	సీటు పొజిషన్ మార్పు అలర్ట్‌	இருக்கை நிலையை மாற்றுவதற்கான விழிப்பூட்டல்	સીટની સ્થિતિમાં ફેરફારની ચેતવણી	ಸೀಟ್ ಸ್ಥಾನ ಬದಲಾವಣೆ ಅಲರ್ಟ್	ସିଟ୍ ସ୍ଥିତି ପରିବର୍ତ୍ତନ ଆଲର୍ଟ	സീറ്റ് സ്ഥാന മാറ്റ സൂചന	ਸੀਟ ਦੀ ਸਥਿਤੀ ਬਦਲਣ ਸੰਬੰਧੀ ਚਿਤਾਵਨੀ		Peringatan Perubahan Posisi Kursi	هشدار تغییر وضعیت صندلی	התראת שינוי מצב מושב
MMI-0362	열선/통풍 편의	Warmer/Ventilation Features	Funciones de calefacción/ventilación	Fonctions chauffage/ventilation	Recursos aquecimento e ventilação	加热/通风	ヒーター/クーラーの便利な機能	Warmer/Vent. features	Warmer/Vent. features	Heizung/Belüftung	Chauffage / ventilation	Riscaldam./Ventilazione	Calefacción/ventilación	Func. aquec./ventilação	Încălzire/Ventilație	Verwarming/ventilatie	Varme/ventilation	Värme/ventilation	Varme/ventilasjon	Podgrzewanie/wentylacja	Vyhřívání/ventilace	Vyhrievanie/ventilácia	Подогрев/Вентиляция	Ф-ії обігріву/вентиляції	Funk. grelnika/zračenja	Grijanje/ventilacija	Подгряване/обдухване	Λειτ. θέρμανσ./αερισμού	Lämmitys/tuuletus	Fűtés/szellőztetés	Isıtıcı/Havalandırma	وظائف التدفئة/التهوئة	वार्मर/वेंटिलेशन सुविधाएं	গরম/বায়ু চলাচলের ফিচার	वॉर्मर/व्हेंटिलेशन वैशिष्ट्ये	వార్మర్/వెంటిలేషన్ ఫీచర్‌లు	கதகதப்பான/காற்றோட்டமான சிறப்பம்சங்கள்	વોર્મર/વેન્ટિલેશન લક્ષણો	ಬೆಚ್ಚಗಿನ/ವಾಯುಸಂಚಾರ ವೈಶಿಷ್ಟ್ಯಗಳು	ୱାର୍ମର୍/ଭେଣ୍ଟିଲେସନ୍ ବୈଶିଷ୍ଟ୍ୟଗୁଡ଼ିକ	വാമർ/വെന്റിലേഷൻ സവിശേഷതകൾ	ਵਾਰਮਰ/ਵੈਂਟੀਲੇਸ਼ਨ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ		Fitur Penghangat/Ventilasi	ویژگی‌های گرم‌کن/تهویه	תכונות חימום/אוורור
